Year;Value;Country;Region;Income group
2003;;Morocco;Middle East & North Africa;Lower middle income
2004;;Morocco;Middle East & North Africa;Lower middle income
2005;;Morocco;Middle East & North Africa;Lower middle income
2006;3,1;Morocco;Middle East & North Africa;Lower middle income
2007;;Morocco;Middle East & North Africa;Lower middle income
2008;;Morocco;Middle East & North Africa;Lower middle income
2009;;Morocco;Middle East & North Africa;Lower middle income
2010;;Morocco;Middle East & North Africa;Lower middle income
2011;;Morocco;Middle East & North Africa;Lower middle income
2012;;Morocco;Middle East & North Africa;Lower middle income
2013;;Morocco;Middle East & North Africa;Lower middle income
2014;;Morocco;Middle East & North Africa;Lower middle income
2015;;Morocco;Middle East & North Africa;Lower middle income
2016;;Morocco;Middle East & North Africa;Lower middle income
1980;;Monaco;Europe & Central Asia;High income
1981;;Monaco;Europe & Central Asia;High income
1982;;Monaco;Europe & Central Asia;High income
1983;;Monaco;Europe & Central Asia;High income
1984;;Monaco;Europe & Central Asia;High income
1985;;Monaco;Europe & Central Asia;High income
1986;;Monaco;Europe & Central Asia;High income
1987;;Monaco;Europe & Central Asia;High income
1988;;Monaco;Europe & Central Asia;High income
1989;;Monaco;Europe & Central Asia;High income
1990;;Monaco;Europe & Central Asia;High income
1991;;Monaco;Europe & Central Asia;High income
1992;;Monaco;Europe & Central Asia;High income
1993;;Monaco;Europe & Central Asia;High income
1994;;Monaco;Europe & Central Asia;High income
1995;;Monaco;Europe & Central Asia;High income
1996;;Monaco;Europe & Central Asia;High income
1997;;Monaco;Europe & Central Asia;High income
1998;;Monaco;Europe & Central Asia;High income
1999;;Monaco;Europe & Central Asia;High income
2000;;Monaco;Europe & Central Asia;High income
2001;;Monaco;Europe & Central Asia;High income
2002;;Monaco;Europe & Central Asia;High income
2003;;Monaco;Europe & Central Asia;High income
2004;;Monaco;Europe & Central Asia;High income
2005;;Monaco;Europe & Central Asia;High income
2006;;Monaco;Europe & Central Asia;High income
2007;;Monaco;Europe & Central Asia;High income
2008;;Monaco;Europe & Central Asia;High income
2009;;Monaco;Europe & Central Asia;High income
2010;;Monaco;Europe & Central Asia;High income
2011;;Monaco;Europe & Central Asia;High income
2012;;Monaco;Europe & Central Asia;High income
2013;;Monaco;Europe & Central Asia;High income
2014;;Monaco;Europe & Central Asia;High income
2015;;Monaco;Europe & Central Asia;High income
2016;;Monaco;Europe & Central Asia;High income
1980;;Moldova;Europe & Central Asia;Lower middle income
1981;;Moldova;Europe & Central Asia;Lower middle income
1982;;Moldova;Europe & Central Asia;Lower middle income
1983;;Moldova;Europe & Central Asia;Lower middle income
1984;;Moldova;Europe & Central Asia;Lower middle income
1985;;Moldova;Europe & Central Asia;Lower middle income
1986;;Moldova;Europe & Central Asia;Lower middle income
1987;;Moldova;Europe & Central Asia;Lower middle income
1988;;Moldova;Europe & Central Asia;Lower middle income
1989;;Moldova;Europe & Central Asia;Lower middle income
1990;;Moldova;Europe & Central Asia;Lower middle income
1991;;Moldova;Europe & Central Asia;Lower middle income
1992;;Moldova;Europe & Central Asia;Lower middle income
1993;;Moldova;Europe & Central Asia;Lower middle income
1994;;Moldova;Europe & Central Asia;Lower middle income
1995;;Moldova;Europe & Central Asia;Lower middle income
1996;;Moldova;Europe & Central Asia;Lower middle income
1997;16,1;Moldova;Europe & Central Asia;Lower middle income
1998;27,6;Moldova;Europe & Central Asia;Lower middle income
1999;39,1;Moldova;Europe & Central Asia;Lower middle income
2000;35,9;Moldova;Europe & Central Asia;Lower middle income
2001;27,6;Moldova;Europe & Central Asia;Lower middle income
2002;16,6;Moldova;Europe & Central Asia;Lower middle income
2003;7,6;Moldova;Europe & Central Asia;Lower middle income
2004;8,7;Moldova;Europe & Central Asia;Lower middle income
2005;14;Moldova;Europe & Central Asia;Lower middle income
2006;2,4;Moldova;Europe & Central Asia;Lower middle income
2007;1,1;Moldova;Europe & Central Asia;Lower middle income
2008;1,3;Moldova;Europe & Central Asia;Lower middle income
2009;1;Moldova;Europe & Central Asia;Lower middle income
2010;0,5;Moldova;Europe & Central Asia;Lower middle income
2011;0,3;Moldova;Europe & Central Asia;Lower middle income
2012;0,3;Moldova;Europe & Central Asia;Lower middle income
2013;0,1;Moldova;Europe & Central Asia;Lower middle income
2014;0;Moldova;Europe & Central Asia;Lower middle income
2015;0;Moldova;Europe & Central Asia;Lower middle income
2016;0,2;Moldova;Europe & Central Asia;Lower middle income
1980;44,9;Madagascar;Sub-Saharan Africa;Low income
1981;;Madagascar;Sub-Saharan Africa;Low income
1982;;Madagascar;Sub-Saharan Africa;Low income
1983;;Madagascar;Sub-Saharan Africa;Low income
1984;;Madagascar;Sub-Saharan Africa;Low income
1985;;Madagascar;Sub-Saharan Africa;Low income
1986;;Madagascar;Sub-Saharan Africa;Low income
1987;;Madagascar;Sub-Saharan Africa;Low income
1988;;Madagascar;Sub-Saharan Africa;Low income
1989;;Madagascar;Sub-Saharan Africa;Low income
1990;;Madagascar;Sub-Saharan Africa;Low income
1991;;Madagascar;Sub-Saharan Africa;Low income
1992;;Madagascar;Sub-Saharan Africa;Low income
1993;68,9;Madagascar;Sub-Saharan Africa;Low income
1994;;Madagascar;Sub-Saharan Africa;Low income
1995;;Madagascar;Sub-Saharan Africa;Low income
1996;;Madagascar;Sub-Saharan Africa;Low income
1997;65,4;Madagascar;Sub-Saharan Africa;Low income
1998;;Madagascar;Sub-Saharan Africa;Low income
1999;63,9;Madagascar;Sub-Saharan Africa;Low income
2000;;Madagascar;Sub-Saharan Africa;Low income
2001;68,7;Madagascar;Sub-Saharan Africa;Low income
2002;;Madagascar;Sub-Saharan Africa;Low income
2003;;Madagascar;Sub-Saharan Africa;Low income
2004;;Madagascar;Sub-Saharan Africa;Low income
2005;72;Madagascar;Sub-Saharan Africa;Low income
2006;;Madagascar;Sub-Saharan Africa;Low income
2007;;Madagascar;Sub-Saharan Africa;Low income
2008;;Madagascar;Sub-Saharan Africa;Low income
2009;;Madagascar;Sub-Saharan Africa;Low income
2010;78,5;Madagascar;Sub-Saharan Africa;Low income
2011;;Madagascar;Sub-Saharan Africa;Low income
2012;77,6;Madagascar;Sub-Saharan Africa;Low income
2013;;Madagascar;Sub-Saharan Africa;Low income
2014;;Madagascar;Sub-Saharan Africa;Low income
2015;;Madagascar;Sub-Saharan Africa;Low income
2016;;Madagascar;Sub-Saharan Africa;Low income
1980;;Maldives;South Asia;Upper middle income
1981;;Maldives;South Asia;Upper middle income
1982;;Maldives;South Asia;Upper middle income
1983;;Maldives;South Asia;Upper middle income
1984;;Maldives;South Asia;Upper middle income
1985;;Maldives;South Asia;Upper middle income
1986;;Maldives;South Asia;Upper middle income
1987;;Maldives;South Asia;Upper middle income
1988;;Maldives;South Asia;Upper middle income
1989;;Maldives;South Asia;Upper middle income
1990;;Maldives;South Asia;Upper middle income
1991;;Maldives;South Asia;Upper middle income
1992;;Maldives;South Asia;Upper middle income
1993;;Maldives;South Asia;Upper middle income
1994;;Maldives;South Asia;Upper middle income
1995;;Maldives;South Asia;Upper middle income
1996;;Maldives;South Asia;Upper middle income
1997;;Maldives;South Asia;Upper middle income
1998;;Maldives;South Asia;Upper middle income
1999;;Maldives;South Asia;Upper middle income
2000;;Maldives;South Asia;Upper middle income
2001;;Maldives;South Asia;Upper middle income
2002;10;Maldives;South Asia;Upper middle income
2003;;Maldives;South Asia;Upper middle income
2004;;Maldives;South Asia;Upper middle income
2005;;Maldives;South Asia;Upper middle income
2006;;Maldives;South Asia;Upper middle income
2007;;Maldives;South Asia;Upper middle income
2008;;Maldives;South Asia;Upper middle income
2009;7,3;Maldives;South Asia;Upper middle income
2010;;Maldives;South Asia;Upper middle income
2011;;Maldives;South Asia;Upper middle income
2012;;Maldives;South Asia;Upper middle income
2013;;Maldives;South Asia;Upper middle income
2014;;Maldives;South Asia;Upper middle income
2015;;Maldives;South Asia;Upper middle income
2016;;Maldives;South Asia;Upper middle income
1980;;Mexico;Latin America & Caribbean;Upper middle income
1981;;Mexico;Latin America & Caribbean;Upper middle income
1982;;Mexico;Latin America & Caribbean;Upper middle income
1983;;Mexico;Latin America & Caribbean;Upper middle income
1984;8,1;Mexico;Latin America & Caribbean;Upper middle income
1985;;Mexico;Latin America & Caribbean;Upper middle income
1986;;Mexico;Latin America & Caribbean;Upper middle income
1987;;Mexico;Latin America & Caribbean;Upper middle income
1988;;Mexico;Latin America & Caribbean;Upper middle income
1989;;Mexico;Latin America & Caribbean;Upper middle income
1990;;Mexico;Latin America & Caribbean;Upper middle income
1991;;Mexico;Latin America & Caribbean;Upper middle income
1992;7,7;Mexico;Latin America & Caribbean;Upper middle income
1993;;Mexico;Latin America & Caribbean;Upper middle income
1994;6,6;Mexico;Latin America & Caribbean;Upper middle income
1995;;Mexico;Latin America & Caribbean;Upper middle income
1996;11,2;Mexico;Latin America & Caribbean;Upper middle income
1997;;Mexico;Latin America & Caribbean;Upper middle income
1998;11,2;Mexico;Latin America & Caribbean;Upper middle income
1999;;Mexico;Latin America & Caribbean;Upper middle income
2000;8,9;Mexico;Latin America & Caribbean;Upper middle income
2001;;Mexico;Latin America & Caribbean;Upper middle income
2002;6,6;Mexico;Latin America & Caribbean;Upper middle income
2003;;Mexico;Latin America & Caribbean;Upper middle income
2004;5,2;Mexico;Latin America & Caribbean;Upper middle income
2005;6,2;Mexico;Latin America & Caribbean;Upper middle income
2006;3,4;Mexico;Latin America & Caribbean;Upper middle income
2007;;Mexico;Latin America & Caribbean;Upper middle income
2008;4,1;Mexico;Latin America & Caribbean;Upper middle income
2009;;Mexico;Latin America & Caribbean;Upper middle income
2010;4,2;Mexico;Latin America & Caribbean;Upper middle income
2011;;Mexico;Latin America & Caribbean;Upper middle income
2012;3,4;Mexico;Latin America & Caribbean;Upper middle income
2013;;Mexico;Latin America & Caribbean;Upper middle income
2014;4,1;Mexico;Latin America & Caribbean;Upper middle income
2015;;Mexico;Latin America & Caribbean;Upper middle income
2016;2,5;Mexico;Latin America & Caribbean;Upper middle income
1980;;Marshall Islands;East Asia & Pacific;Upper middle income
1981;;Marshall Islands;East Asia & Pacific;Upper middle income
1982;;Marshall Islands;East Asia & Pacific;Upper middle income
1983;;Marshall Islands;East Asia & Pacific;Upper middle income
1984;;Marshall Islands;East Asia & Pacific;Upper middle income
1985;;Marshall Islands;East Asia & Pacific;Upper middle income
1986;;Marshall Islands;East Asia & Pacific;Upper middle income
1987;;Marshall Islands;East Asia & Pacific;Upper middle income
1988;;Marshall Islands;East Asia & Pacific;Upper middle income
1989;;Marshall Islands;East Asia & Pacific;Upper middle income
1990;;Marshall Islands;East Asia & Pacific;Upper middle income
1991;;Marshall Islands;East Asia & Pacific;Upper middle income
1992;;Marshall Islands;East Asia & Pacific;Upper middle income
1993;;Marshall Islands;East Asia & Pacific;Upper middle income
1994;;Marshall Islands;East Asia & Pacific;Upper middle income
1995;;Marshall Islands;East Asia & Pacific;Upper middle income
1996;;Marshall Islands;East Asia & Pacific;Upper middle income
1997;;Marshall Islands;East Asia & Pacific;Upper middle income
1998;;Marshall Islands;East Asia & Pacific;Upper middle income
1999;;Marshall Islands;East Asia & Pacific;Upper middle income
2000;;Marshall Islands;East Asia & Pacific;Upper middle income
2001;;Marshall Islands;East Asia & Pacific;Upper middle income
2002;;Marshall Islands;East Asia & Pacific;Upper middle income
2003;;Marshall Islands;East Asia & Pacific;Upper middle income
2004;;Marshall Islands;East Asia & Pacific;Upper middle income
2005;;Marshall Islands;East Asia & Pacific;Upper middle income
2006;;Marshall Islands;East Asia & Pacific;Upper middle income
2007;;Marshall Islands;East Asia & Pacific;Upper middle income
2008;;Marshall Islands;East Asia & Pacific;Upper middle income
2009;;Marshall Islands;East Asia & Pacific;Upper middle income
2010;;Marshall Islands;East Asia & Pacific;Upper middle income
2011;;Marshall Islands;East Asia & Pacific;Upper middle income
2012;;Marshall Islands;East Asia & Pacific;Upper middle income
2013;;Marshall Islands;East Asia & Pacific;Upper middle income
2014;;Marshall Islands;East Asia & Pacific;Upper middle income
2015;;Marshall Islands;East Asia & Pacific;Upper middle income
2016;;Marshall Islands;East Asia & Pacific;Upper middle income
1980;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1981;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1982;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1983;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1984;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1985;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1986;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1987;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1988;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1989;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1990;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1991;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1992;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1993;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1994;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1995;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1996;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1997;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1998;;Macedonia, FYR;Europe & Central Asia;Upper middle income
1999;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2000;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2001;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2002;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2003;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2004;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2005;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2006;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2007;;Macedonia, FYR;Europe & Central Asia;Upper middle income
2008;;Macedonia, FYR;Europe & Central Asia;Upper middle income
